Node IP,Executed Command,Execution Output
10.156.42.145,rpm -qa | grep -i Cloudera  | cut -d '-' -f4 | head -1,7.4.4
10.156.42.145,rpm -qa | grep -i hdp | cut -d '-' -f3,7.1.7.0
10.156.42.145,bash /opt/flare/flare_bsl/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.145,rpm -qa | grep -i grafana | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.145,hadoop version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.145,hbase version | grep HBase | cut -d ' ' -f2,2.2.3.7.1.7.74-6
10.156.42.145,hdfs version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.145,cat /opt/cloudera/parcels/CDH/lib/search/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.0.0.7.1.7.74-6
10.156.42.145,cat /opt/cloudera/parcels/CDH/lib/hive/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.3000.7.1.7.74-6
10.156.42.145,java -version,Command Not Exist or Application Not installed
10.156.42.145,rpm -qa | grep openjdk | cut -d '-' -f4 | head -1,Command Not Exist or Application Not installed
10.156.42.145,cat /opt/cloudera/parcels/CDH/lib/kafka/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,2.5.0.7.1.7.74-6
10.156.42.145,cat /opt/cloudera/parcels/CDH/lib/hadoop-mapreduce/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.145,mysql -V | cut -d ' ' -f4,14.14
10.156.42.145,cat /etc/os-release | grep PRETTY_NAME | cut -d = -f2,Oracle Linux Server 7.9
10.156.42.145,"sudo -u postgres psql -c ""SELECT version();"" | grep PostgreSQL | cut -d ' ' -f3",Command Not Exist or Application Not installed
10.156.42.145,/opt/presto/bin/presto --version  | cut -d ' ' -f3,0.257-df401fd
10.156.42.145,cat /opt/cloudera/parcels/CDH/lib/ranger-admin/version,2.1.0.7.1.7.74-6
10.156.42.145,cat /opt/cloudera/parcels/CDH/lib/ranger-kms/version,2.1.0.7.1.7.74-6
10.156.42.145,rpm -qa | grep -i SmartSense | cut -d '-' -f3,1.5.1.7.1.7.0
10.156.42.145,cat /opt/cloudera/parcels/CDH/lib/solr/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,8.4.1.7.1.7.74-6
10.156.42.145,cat /opt/cloudera/parcels/CDH/lib/spark/cloudera/cdh_version.properties  | grep version | head -1 | cut -d'=' -f2,2.4.7.7.1.7.74-6
10.156.42.145,cat /opt/cloudera/parcels/CDH/lib/sqoop/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.4.7.7.1.7.74-6
10.156.42.145,cat /opt/cloudera/parcels/CDH/lib/tez/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.9.1.7.1.7.74-6
10.156.42.145,/opt/tomcat/bin/version.sh  | grep number | cut -d':' -f2,Command Not Exist or Application Not installed
10.156.42.145,cat /opt/cloudera/parcels/CDH/lib/hadoop-yarn/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.145,rpm -qa | grep -i zabbix-agent | cut -d '-' -f3,5.0.2
10.156.42.145,cat /opt/cloudera/parcels/CDH/lib/zookeeper/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.5.5.7.1.7.74-6
10.156.42.145,bash /opt/flare_dev/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.145,bash /opt/flare_bsl_new/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.146,airflow version,1.10.11
10.156.42.146,/opt/alluxio/bin/alluxio version,2.7.3
10.156.42.146,rpm -qa | grep ambari-metrics-monitor | cut -d '-' -f4,7.1.7.0
10.156.42.146,cat /opt/cloudera/parcels/CDH/lib/spark-atlas-connector/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.1.0.7.1.7.74-6
10.156.42.146,rpm -qa | grep beegfs-helperd | cut -d '-' -f3,7.1.5
10.156.42.146,cat /opt/cloudera/parcels/CDH/lib/hadoop/cloudera/cdh_version.properties | grep cloudera.cdh.release | head -1 | cut -d'h' -f3,7.1.7.74
10.156.42.146,rpm -qa | grep -i Cloudera  | cut -d '-' -f4 | head -1,7.4.4
10.156.42.146,rpm -qa | grep -i hdp | cut -d '-' -f3,7.1.7.0
10.156.42.146,bash /opt/flare/flare_bsl/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.146,rpm -qa | grep -i grafana | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.146,hadoop version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.146,hbase version | grep HBase | cut -d ' ' -f2,2.2.3.7.1.7.74-6
10.156.42.146,hdfs version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.146,cat /opt/cloudera/parcels/CDH/lib/search/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.0.0.7.1.7.74-6
10.156.42.146,cat /opt/cloudera/parcels/CDH/lib/hive/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.3000.7.1.7.74-6
10.156.42.146,java -version,Command Not Exist or Application Not installed
10.156.42.146,rpm -qa | grep openjdk | cut -d '-' -f4 | head -1,headless
10.156.42.146,cat /opt/cloudera/parcels/CDH/lib/kafka/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,2.5.0.7.1.7.74-6
10.156.42.146,cat /opt/cloudera/parcels/CDH/lib/hadoop-mapreduce/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.146,mysql -V | cut -d ' ' -f4,14.14
10.156.42.146,cat /etc/os-release | grep PRETTY_NAME | cut -d = -f2,Oracle Linux Server 7.9
10.156.42.146,"sudo -u postgres psql -c ""SELECT version();"" | grep PostgreSQL | cut -d ' ' -f3",Command Not Exist or Application Not installed
10.156.42.146,/opt/presto/bin/presto --version  | cut -d ' ' -f3,Command Not Exist or Application Not installed
10.156.42.146,cat /opt/cloudera/parcels/CDH/lib/ranger-admin/version,2.1.0.7.1.7.74-6
10.156.42.146,cat /opt/cloudera/parcels/CDH/lib/ranger-kms/version,2.1.0.7.1.7.74-6
10.156.42.146,rpm -qa | grep -i SmartSense | cut -d '-' -f3,1.5.1.7.1.7.0
10.156.42.146,cat /opt/cloudera/parcels/CDH/lib/solr/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,8.4.1.7.1.7.74-6
10.156.42.146,cat /opt/cloudera/parcels/CDH/lib/spark/cloudera/cdh_version.properties  | grep version | head -1 | cut -d'=' -f2,2.4.7.7.1.7.74-6
10.156.42.146,cat /opt/cloudera/parcels/CDH/lib/sqoop/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.4.7.7.1.7.74-6
10.156.42.146,cat /opt/cloudera/parcels/CDH/lib/tez/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.9.1.7.1.7.74-6
10.156.42.146,/opt/tomcat/bin/version.sh  | grep number | cut -d':' -f2,Command Not Exist or Application Not installed
10.156.42.146,cat /opt/cloudera/parcels/CDH/lib/hadoop-yarn/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.146,rpm -qa | grep -i zabbix-agent | cut -d '-' -f3,5.0.2
10.156.42.146,cat /opt/cloudera/parcels/CDH/lib/zookeeper/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.5.5.7.1.7.74-6
10.156.42.146,bash /opt/flare_dev/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.146,bash /opt/flare_bsl_new/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.148,airflow version,Command Not Exist or Application Not installed
10.156.42.148,/opt/alluxio/bin/alluxio version,2.7.3
10.156.42.148,rpm -qa | grep ambari-metrics-monitor | cut -d '-' -f4,7.1.7.0
10.156.42.148,cat /opt/cloudera/parcels/CDH/lib/spark-atlas-connector/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.1.0.7.1.7.74-6
10.156.42.148,rpm -qa | grep beegfs-helperd | cut -d '-' -f3,7.1.5
10.156.42.148,cat /opt/cloudera/parcels/CDH/lib/hadoop/cloudera/cdh_version.properties | grep cloudera.cdh.release | head -1 | cut -d'h' -f3,7.1.7.74
10.156.42.148,rpm -qa | grep -i Cloudera  | cut -d '-' -f4 | head -1,7.4.4
10.156.42.148,rpm -qa | grep -i hdp | cut -d '-' -f3,7.1.7.0
10.156.42.148,bash /opt/flare/flare_bsl/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.148,rpm -qa | grep -i grafana | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.148,hadoop version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.148,hbase version | grep HBase | cut -d ' ' -f2,2.2.3.7.1.7.74-6
10.156.42.148,hdfs version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.148,cat /opt/cloudera/parcels/CDH/lib/search/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.0.0.7.1.7.74-6
10.156.42.148,cat /opt/cloudera/parcels/CDH/lib/hive/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.3000.7.1.7.74-6
10.156.42.148,java -version,Command Not Exist or Application Not installed
10.156.42.148,rpm -qa | grep openjdk | cut -d '-' -f4 | head -1,Command Not Exist or Application Not installed
10.156.42.148,cat /opt/cloudera/parcels/CDH/lib/kafka/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,2.5.0.7.1.7.74-6
10.156.42.148,cat /opt/cloudera/parcels/CDH/lib/hadoop-mapreduce/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.148,mysql -V | cut -d ' ' -f4,Command Not Exist or Application Not installed
10.156.42.148,cat /etc/os-release | grep PRETTY_NAME | cut -d = -f2,Oracle Linux Server 7.9
10.156.42.148,"sudo -u postgres psql -c ""SELECT version();"" | grep PostgreSQL | cut -d ' ' -f3",Command Not Exist or Application Not installed
10.156.42.148,/opt/presto/bin/presto --version  | cut -d ' ' -f3,Command Not Exist or Application Not installed
10.156.42.148,cat /opt/cloudera/parcels/CDH/lib/ranger-admin/version,2.1.0.7.1.7.74-6
10.156.42.148,cat /opt/cloudera/parcels/CDH/lib/ranger-kms/version,2.1.0.7.1.7.74-6
10.156.42.148,rpm -qa | grep -i SmartSense | cut -d '-' -f3,1.5.1.7.1.7.0
10.156.42.148,cat /opt/cloudera/parcels/CDH/lib/solr/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,8.4.1.7.1.7.74-6
10.156.42.148,cat /opt/cloudera/parcels/CDH/lib/spark/cloudera/cdh_version.properties  | grep version | head -1 | cut -d'=' -f2,2.4.7.7.1.7.74-6
10.156.42.148,cat /opt/cloudera/parcels/CDH/lib/sqoop/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.4.7.7.1.7.74-6
10.156.42.148,cat /opt/cloudera/parcels/CDH/lib/tez/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.9.1.7.1.7.74-6
10.156.42.148,/opt/tomcat/bin/version.sh  | grep number | cut -d':' -f2,  8.5.85.0
10.156.42.148,cat /opt/cloudera/parcels/CDH/lib/hadoop-yarn/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.148,rpm -qa | grep -i zabbix-agent | cut -d '-' -f3,5.0.2
10.156.42.148,cat /opt/cloudera/parcels/CDH/lib/zookeeper/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.5.5.7.1.7.74-6
10.156.42.148,bash /opt/flare_dev/bin/kamanja --version,Kamanja version 3.1.20.0
10.156.42.148,bash /opt/flare_bsl_new/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.149,airflow version,Command Not Exist or Application Not installed
10.156.42.149,/opt/alluxio/bin/alluxio version,Command Not Exist or Application Not installed
10.156.42.149,rpm -qa | grep ambari-metrics-monitor | cut -d '-' -f4,7.1.7.0
10.156.42.149,cat /opt/cloudera/parcels/CDH/lib/spark-atlas-connector/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.1.0.7.1.7.74-6
10.156.42.149,rpm -qa | grep beegfs-helperd | cut -d '-' -f3,7.1.5
10.156.42.149,cat /opt/cloudera/parcels/CDH/lib/hadoop/cloudera/cdh_version.properties | grep cloudera.cdh.release | head -1 | cut -d'h' -f3,7.1.7.74
10.156.42.149,rpm -qa | grep -i Cloudera  | cut -d '-' -f4 | head -1,7.4.4
10.156.42.149,rpm -qa | grep -i hdp | cut -d '-' -f3,7.1.7.0
10.156.42.149,bash /opt/flare/flare_bsl/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.149,rpm -qa | grep -i grafana | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.149,hadoop version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.149,hbase version | grep HBase | cut -d ' ' -f2,2.2.3.7.1.7.74-6
10.156.42.149,hdfs version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.149,cat /opt/cloudera/parcels/CDH/lib/search/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.0.0.7.1.7.74-6
10.156.42.149,cat /opt/cloudera/parcels/CDH/lib/hive/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.3000.7.1.7.74-6
10.156.42.149,java -version,Command Not Exist or Application Not installed
10.156.42.149,rpm -qa | grep openjdk | cut -d '-' -f4 | head -1,Command Not Exist or Application Not installed
10.156.42.149,cat /opt/cloudera/parcels/CDH/lib/kafka/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,2.5.0.7.1.7.74-6
10.156.42.149,cat /opt/cloudera/parcels/CDH/lib/hadoop-mapreduce/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.149,mysql -V | cut -d ' ' -f4,Command Not Exist or Application Not installed
10.156.42.149,cat /etc/os-release | grep PRETTY_NAME | cut -d = -f2,Oracle Linux Server 7.9
10.156.42.149,"sudo -u postgres psql -c ""SELECT version();"" | grep PostgreSQL | cut -d ' ' -f3",Command Not Exist or Application Not installed
10.156.42.149,/opt/presto/bin/presto --version  | cut -d ' ' -f3,Command Not Exist or Application Not installed
10.156.42.149,cat /opt/cloudera/parcels/CDH/lib/ranger-admin/version,2.1.0.7.1.7.74-6
10.156.42.149,cat /opt/cloudera/parcels/CDH/lib/ranger-kms/version,2.1.0.7.1.7.74-6
10.156.42.149,rpm -qa | grep -i SmartSense | cut -d '-' -f3,1.5.1.7.1.7.0
10.156.42.149,cat /opt/cloudera/parcels/CDH/lib/solr/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,8.4.1.7.1.7.74-6
10.156.42.149,cat /opt/cloudera/parcels/CDH/lib/spark/cloudera/cdh_version.properties  | grep version | head -1 | cut -d'=' -f2,2.4.7.7.1.7.74-6
10.156.42.149,cat /opt/cloudera/parcels/CDH/lib/sqoop/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.4.7.7.1.7.74-6
10.156.42.149,cat /opt/cloudera/parcels/CDH/lib/tez/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.9.1.7.1.7.74-6
10.156.42.149,/opt/tomcat/bin/version.sh  | grep number | cut -d':' -f2,  8.5.85.0
10.156.42.149,cat /opt/cloudera/parcels/CDH/lib/hadoop-yarn/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.149,rpm -qa | grep -i zabbix-agent | cut -d '-' -f3,5.0.2
10.156.42.149,cat /opt/cloudera/parcels/CDH/lib/zookeeper/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.5.5.7.1.7.74-6
10.156.42.149,bash /opt/flare_dev/bin/kamanja --version,Not found scala home directory.
10.156.42.149,bash /opt/flare_bsl_new/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.151,airflow version,Command Not Exist or Application Not installed
10.156.42.151,/opt/alluxio/bin/alluxio version,2.7.3
10.156.42.151,rpm -qa | grep ambari-metrics-monitor | cut -d '-' -f4,7.1.7.0
10.156.42.151,cat /opt/cloudera/parcels/CDH/lib/spark-atlas-connector/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.1.0.7.1.7.74-6
10.156.42.151,rpm -qa | grep beegfs-helperd | cut -d '-' -f3,7.1.5
10.156.42.151,cat /opt/cloudera/parcels/CDH/lib/hadoop/cloudera/cdh_version.properties | grep cloudera.cdh.release | head -1 | cut -d'h' -f3,7.1.7.74
10.156.42.151,rpm -qa | grep -i Cloudera  | cut -d '-' -f4 | head -1,7.4.4
10.156.42.151,rpm -qa | grep -i hdp | cut -d '-' -f3,7.1.7.0
10.156.42.151,bash /opt/flare/flare_bsl/bin/kamanja --version,Kamanja version 1.5.3.0
10.156.42.151,rpm -qa | grep -i grafana | cut -d '-' -f3,1.x86_64
10.156.42.151,hadoop version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.151,hbase version | grep HBase | cut -d ' ' -f2,2.2.3.7.1.7.74-6
10.156.42.151,hdfs version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.151,cat /opt/cloudera/parcels/CDH/lib/search/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.0.0.7.1.7.74-6
10.156.42.151,cat /opt/cloudera/parcels/CDH/lib/hive/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.3000.7.1.7.74-6
10.156.42.151,java -version,Command Not Exist or Application Not installed
10.156.42.151,rpm -qa | grep openjdk | cut -d '-' -f4 | head -1,Command Not Exist or Application Not installed
10.156.42.151,cat /opt/cloudera/parcels/CDH/lib/kafka/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,2.5.0.7.1.7.74-6
10.156.42.151,cat /opt/cloudera/parcels/CDH/lib/hadoop-mapreduce/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.151,mysql -V | cut -d ' ' -f4,Command Not Exist or Application Not installed
10.156.42.151,cat /etc/os-release | grep PRETTY_NAME | cut -d = -f2,Oracle Linux Server 7.9
10.156.42.151,"sudo -u postgres psql -c ""SELECT version();"" | grep PostgreSQL | cut -d ' ' -f3",Command Not Exist or Application Not installed
10.156.42.151,/opt/presto/bin/presto --version  | cut -d ' ' -f3,0.257-df401fd
10.156.42.151,cat /opt/cloudera/parcels/CDH/lib/ranger-admin/version,2.1.0.7.1.7.74-6
10.156.42.151,cat /opt/cloudera/parcels/CDH/lib/ranger-kms/version,2.1.0.7.1.7.74-6
10.156.42.151,rpm -qa | grep -i SmartSense | cut -d '-' -f3,1.5.1.7.1.7.0
10.156.42.151,cat /opt/cloudera/parcels/CDH/lib/solr/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,8.4.1.7.1.7.74-6
10.156.42.151,cat /opt/cloudera/parcels/CDH/lib/spark/cloudera/cdh_version.properties  | grep version | head -1 | cut -d'=' -f2,2.4.7.7.1.7.74-6
10.156.42.151,cat /opt/cloudera/parcels/CDH/lib/sqoop/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.4.7.7.1.7.74-6
10.156.42.151,cat /opt/cloudera/parcels/CDH/lib/tez/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.9.1.7.1.7.74-6
10.156.42.151,/opt/tomcat/bin/version.sh  | grep number | cut -d':' -f2,Command Not Exist or Application Not installed
10.156.42.151,cat /opt/cloudera/parcels/CDH/lib/hadoop-yarn/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.151,rpm -qa | grep -i zabbix-agent | cut -d '-' -f3,5.0.2
10.156.42.151,cat /opt/cloudera/parcels/CDH/lib/zookeeper/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.5.5.7.1.7.74-6
10.156.42.151,bash /opt/flare_dev/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.151,bash /opt/flare_bsl_new/bin/kamanja --version,Kamanja version 3.1.22.0
10.156.42.152,airflow version,Command Not Exist or Application Not installed
10.156.42.152,/opt/alluxio/bin/alluxio version,2.7.3
10.156.42.152,rpm -qa | grep ambari-metrics-monitor | cut -d '-' -f4,7.1.7.0
10.156.42.152,cat /opt/cloudera/parcels/CDH/lib/spark-atlas-connector/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.1.0.7.1.7.74-6
10.156.42.152,rpm -qa | grep beegfs-helperd | cut -d '-' -f3,7.1.5
10.156.42.152,cat /opt/cloudera/parcels/CDH/lib/hadoop/cloudera/cdh_version.properties | grep cloudera.cdh.release | head -1 | cut -d'h' -f3,7.1.7.74
10.156.42.152,rpm -qa | grep -i Cloudera  | cut -d '-' -f4 | head -1,7.4.4
10.156.42.152,rpm -qa | grep -i hdp | cut -d '-' -f3,7.1.7.0
10.156.42.152,bash /opt/flare/flare_bsl/bin/kamanja --version,Kamanja version 1.5.3.0
10.156.42.152,rpm -qa | grep -i grafana | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.152,hadoop version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.152,hbase version | grep HBase | cut -d ' ' -f2,2.2.3.7.1.7.74-6
10.156.42.152,hdfs version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.152,cat /opt/cloudera/parcels/CDH/lib/search/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.0.0.7.1.7.74-6
10.156.42.152,cat /opt/cloudera/parcels/CDH/lib/hive/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.3000.7.1.7.74-6
10.156.42.152,java -version,Command Not Exist or Application Not installed
10.156.42.152,rpm -qa | grep openjdk | cut -d '-' -f4 | head -1,Command Not Exist or Application Not installed
10.156.42.152,cat /opt/cloudera/parcels/CDH/lib/kafka/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,2.5.0.7.1.7.74-6
10.156.42.152,cat /opt/cloudera/parcels/CDH/lib/hadoop-mapreduce/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.152,mysql -V | cut -d ' ' -f4,Command Not Exist or Application Not installed
10.156.42.152,cat /etc/os-release | grep PRETTY_NAME | cut -d = -f2,Oracle Linux Server 7.9
10.156.42.152,"sudo -u postgres psql -c ""SELECT version();"" | grep PostgreSQL | cut -d ' ' -f3",Command Not Exist or Application Not installed
10.156.42.152,/opt/presto/bin/presto --version  | cut -d ' ' -f3,0.257-df401fd
10.156.42.152,cat /opt/cloudera/parcels/CDH/lib/ranger-admin/version,2.1.0.7.1.7.74-6
10.156.42.152,cat /opt/cloudera/parcels/CDH/lib/ranger-kms/version,2.1.0.7.1.7.74-6
10.156.42.152,rpm -qa | grep -i SmartSense | cut -d '-' -f3,1.5.1.7.1.7.0
10.156.42.152,cat /opt/cloudera/parcels/CDH/lib/solr/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,8.4.1.7.1.7.74-6
10.156.42.152,cat /opt/cloudera/parcels/CDH/lib/spark/cloudera/cdh_version.properties  | grep version | head -1 | cut -d'=' -f2,2.4.7.7.1.7.74-6
10.156.42.152,cat /opt/cloudera/parcels/CDH/lib/sqoop/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.4.7.7.1.7.74-6
10.156.42.152,cat /opt/cloudera/parcels/CDH/lib/tez/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.9.1.7.1.7.74-6
10.156.42.152,/opt/tomcat/bin/version.sh  | grep number | cut -d':' -f2,Command Not Exist or Application Not installed
10.156.42.152,cat /opt/cloudera/parcels/CDH/lib/hadoop-yarn/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.152,rpm -qa | grep -i zabbix-agent | cut -d '-' -f3,5.0.2
10.156.42.152,cat /opt/cloudera/parcels/CDH/lib/zookeeper/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.5.5.7.1.7.74-6
10.156.42.152,bash /opt/flare_dev/bin/kamanja --version,Kamanja version 3.1.20.0
10.156.42.152,bash /opt/flare_bsl_new/bin/kamanja --version,Kamanja version 3.1.22.0
10.156.42.153,airflow version,Command Not Exist or Application Not installed
10.156.42.153,/opt/alluxio/bin/alluxio version,2.7.3
10.156.42.153,rpm -qa | grep ambari-metrics-monitor | cut -d '-' -f4,7.1.7.0
10.156.42.153,cat /opt/cloudera/parcels/CDH/lib/spark-atlas-connector/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.1.0.7.1.7.74-6
10.156.42.153,rpm -qa | grep beegfs-helperd | cut -d '-' -f3,7.1.5
10.156.42.153,cat /opt/cloudera/parcels/CDH/lib/hadoop/cloudera/cdh_version.properties | grep cloudera.cdh.release | head -1 | cut -d'h' -f3,7.1.7.74
10.156.42.153,rpm -qa | grep -i Cloudera  | cut -d '-' -f4 | head -1,7.4.4
10.156.42.153,rpm -qa | grep -i hdp | cut -d '-' -f3,7.1.7.0
10.156.42.153,bash /opt/flare/flare_bsl/bin/kamanja --version,Kamanja version 1.5.3.0
10.156.42.153,rpm -qa | grep -i grafana | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.153,hadoop version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.153,hbase version | grep HBase | cut -d ' ' -f2,2.2.3.7.1.7.74-6
10.156.42.153,hdfs version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.153,cat /opt/cloudera/parcels/CDH/lib/search/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.0.0.7.1.7.74-6
10.156.42.153,cat /opt/cloudera/parcels/CDH/lib/hive/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.3000.7.1.7.74-6
10.156.42.153,java -version,Command Not Exist or Application Not installed
10.156.42.153,rpm -qa | grep openjdk | cut -d '-' -f4 | head -1,Command Not Exist or Application Not installed
10.156.42.153,cat /opt/cloudera/parcels/CDH/lib/kafka/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,2.5.0.7.1.7.74-6
10.156.42.153,cat /opt/cloudera/parcels/CDH/lib/hadoop-mapreduce/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.153,mysql -V | cut -d ' ' -f4,Command Not Exist or Application Not installed
10.156.42.153,cat /etc/os-release | grep PRETTY_NAME | cut -d = -f2,Oracle Linux Server 7.9
10.156.42.153,"sudo -u postgres psql -c ""SELECT version();"" | grep PostgreSQL | cut -d ' ' -f3",Command Not Exist or Application Not installed
10.156.42.153,/opt/presto/bin/presto --version  | cut -d ' ' -f3,0.257-df401fd
10.156.42.153,cat /opt/cloudera/parcels/CDH/lib/ranger-admin/version,2.1.0.7.1.7.74-6
10.156.42.153,cat /opt/cloudera/parcels/CDH/lib/ranger-kms/version,2.1.0.7.1.7.74-6
